Title,Tags
MC Address:,"20 SHAW ROAD
#06-01A CHING SHINE INDUSTRIAL BUILDING
 SINGAPORE 389729"
MC Contact No.:,68440801
Name of Managing Agent:,Halley Service Pte Ltd
Managing Agent Contact No.:,68440801
MCST No:,0726
UEN:,S84MC0726C
Date of MC Constitution:,13/01/1984
Development Name:,
Status:,Terminated
Development Location:,T ARANG DRIVE SINGAPORE 359973
MC Address:,"BEDOK NORTH AVENUE 4

 SINGAPORE"
MC Contact No.:,
Name of Managing Agent:,SIERRA ASSET MANAGEMENT
Managing Agent Contact No.:,67322220
MCST No:,0727
UEN:,S84MC0727K
Date of MC Constitution:,11/01/1984
Development Name:,CAMBRIDGE VILLAGE
Status:,Active
Development Location:,2A CAMBRIDGE ROAD SINGAPORE 219679
MC Address:,"2A CAMBRIDGE ROAD
#01-04A CAMBRIDGE VILLAGE
 SINGAPORE 219679"
MC Contact No.:,97820778
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,0728
UEN:,S84MC0728F
Date of MC Constitution:,17/01/1984
Development Name:,MIDPOINT ORCHARD
Status:,Active
Development Location:,220 ORCHARD ROAD SINGAPORE 238852
MC Address:,"220 ORCHARD ROAD
#01-11 MIDPOINT ORCHARD
 SINGAPORE 238852"
MC Contact No.:,67321718
Name of Managing Agent:,Wisely 98 Pte Ltd
Managing Agent Contact No.:,6291 5355
MCST No:,0729
UEN:,S84MC0729B
Date of MC Constitution:,18/01/1984
Development Name:,CASABELLA ( terminated)
Status:,Terminated
Development Location:,190 DUCHESS AVENUE SINGAPORE 269194
MC Address:,"ROBINSON ROAD

 SINGAPORE"
MC Contact No.:,
Name of Managing Agent:,TOKYU PROPERTY
Managing Agent Contact No.:,62355070
MCST No:,0730
UEN:,S84MC0730K
Date of MC Constitution:,23/01/1984
Development Name:,TOH TUCK GARDEN
Status:,Terminated
Development Location:,3 TOH TUCK LANE SINGAPORE 596859
MC Address:,"HOLLAND ROAD
TOHO MANSIONS MANAGEMENT OFFICE
 SINGAPORE 278583"
MC Contact No.:,64649600
Name of Managing Agent:,TOKYU PROPERTY
Managing Agent Contact No.:,62355070
MCST No:,0731
UEN:,S84MC0731F
Date of MC Constitution:,23/01/1984
Development Name:,
Status:,Terminated
Development Location:,
MC Address:,
MC Contact No.:,
Name of Managing Agent:,TOKYU PROPERTY
Managing Agent Contact No.:,62355070
MCST No:,0732
UEN:,S84MC0732B
Date of MC Constitution:,23/01/1984
Development Name:,THOMSON MANSION
Status:,Terminated
Development Location:,374 THOMSON ROAD SINGAPORE 298129
MC Address:,"374 THOMSON ROAD
#1-1 THOMSON MANSION
 SINGAPORE 298129"
MC Contact No.:,63385533
Name of Managing Agent:,PENTAGON PROPERTY CONSULTANTS PTE LTD
Managing Agent Contact No.:,63385533
MCST No:,0733
UEN:,S84MC0733J
Date of MC Constitution:,28/01/1984
Development Name:,EASTERNWAY MANSION
Status:,Terminated
Development Location:,
MC Address:,"38 SUNGEI KADUT STREET 2

 SINGAPORE 729245"
MC Contact No.:,62695401
Name of Managing Agent:,MCST
Managing Agent Contact No.:,
MCST No:,0734
UEN:,S84MC0734E
Date of MC Constitution:,30/01/1984
Development Name:,Management Corporation Strata Title Plan No. 0734
Status:,Active
Development Location:,108B LIM AH WOO ROAD SINGAPORE 438146
MC Address:,"108 LIM AH WOO ROAD

 SINGAPORE 438146"
MC Contact No.:,67488680
Name of Managing Agent:,MCST
Managing Agent Contact No.:,
MCST No:,0735
UEN:,S84MC0735A
Date of MC Constitution:,30/01/1984
Development Name:,DALVEY ESTATE
Status:,Active
Development Location:,78 DALVEY ROAD SINGAPORE 259485
MC Address:,"78 TO 80B DALVEY ROAD
DALVEY ESTATE
 SINGAPORE 259485"
MC Contact No.:,64497141
Name of Managing Agent:,Ascent Property Management Services Pte Ltd
Managing Agent Contact No.:,64497141
MCST No:,0736
UEN:,S84MC0736H
Date of MC Constitution:,10/02/1984
Development Name:,RUBY INDUSTRIAL COMPLEX
Status:,Active
Development Location:,80 GENTING LANE SINGAPORE 349565
MC Address:,"80 GENTING LANE
#01-04 RUBY INDUSTRIAL COMPLEX
 SINGAPORE 349565"
MC Contact No.:,67479696
Name of Managing Agent:,CBRE Pte Ltd
Managing Agent Contact No.:,67479696
MCST No:,07-3663
UEN:,T11SM0007D
Date of MC Constitution:,31/08/2011
Development Name:,MIDVIEW CITY
Status:,Active
Development Location:,30 SIN MING LANE SINGAPORE 573953
MC Address:,"18 SIN MING LANE
#01-19 MIDVIEW CITY
 SINGAPORE 573960"
MC Contact No.:,64580053
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,0737
UEN:,S84MC0737D
Date of MC Constitution:,10/02/1984
Development Name:,CITIPORT CENTRE
Status:,Terminated
Development Location:,50 TELOK BLANGAH ROAD SINGAPORE 98828
MC Address:,"531 UPPER CROSS STREET
#4-12 HONG LIM COMPLEX
 SINGAPORE 50531"
MC Contact No.:,63345565
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,0738
UEN:,S84MC0738L
Date of MC Constitution:,10/02/1984
Development Name:,KEWALRAM HILLVIEW
Status:,Active
Development Location:,120 HILLVIEW AVENUE SINGAPORE 669594
MC Address:,"120 HILLVIEW AVENUE
#07-04 KEWALRAM HILLVIEW
 SINGAPORE 669594"
MC Contact No.:,64685100
Name of Managing Agent:,Chambers Property Management Services Pte Ltd
Managing Agent Contact No.:,64685100
MCST No:,0739
UEN:,S84MC0739G
Date of MC Constitution:,13/02/1984
Development Name:,BUCKLEY MEWS TERMINATED
Status:,Terminated
Development Location:,3B BUCKLEY ROAD SINGAPORE 309752
MC Address:,"3 BUCKLEY ROAD
BUCKLEY MEWS
 SINGAPORE 309752"
MC Contact No.:,62593119
Name of Managing Agent:,MCST
Managing Agent Contact No.:,
MCST No:,0740
UEN:,S84MC0740D
Date of MC Constitution:,13/02/1984
Development Name:,MANAGEMENT CORPN STRATA TITLE PLAN NO 0740
Status:,Active
Development Location:,21 NEW INDUSTRIAL ROAD SINGAPORE 536207
MC Address:,"36 LIANG SEAH STREET
HEAP SENG HOUSE
 SINGAPORE 189057"
MC Contact No.:,63381343
Name of Managing Agent:,MCST
Managing Agent Contact No.:,
MCST No:,0741
UEN:,S84MC0741L
Date of MC Constitution:,22/02/1984
Development Name:,HOW SUN PARK (Terminated)
Status:,Terminated
Development Location:,25 HOW SUN ROAD SINGAPORE 538497
MC Address:,"6 SHENTON WAY
#45-01 OUE DOWNTOWN
 SINGAPORE 068809"
MC Contact No.:,68411535
Name of Managing Agent:,Pacific Property Management Pte Ltd
Managing Agent Contact No.:,68411535
MCST No:,0742
UEN:,S84MC0742G
Date of MC Constitution:,22/02/1984
Development Name:,RICH EAST GARDEN
Status:,Active
Development Location:,300 UPPER EAST COAST ROAD SINGAPORE 466438
MC Address:,"300 UPPER EAST COAST ROAD
RICH EAST GARDEN
 SINGAPORE 466438"
MC Contact No.:,64497141
Name of Managing Agent:,Ascent Property Management Services Pte Ltd
Managing Agent Contact No.:,64497141
MCST No:,0743
UEN:,S84MC0743C
Date of MC Constitution:,22/02/1984
Development Name:,
Status:,Terminated
Development Location:,
MC Address:,
MC Contact No.:,
Name of Managing Agent:,ASCENT PROPERTY MANAGEMENT SERVICES PTE LTD
Managing Agent Contact No.:,64497141
MCST No:,0744
UEN:,S84MC0744K
Date of MC Constitution:,01/03/1984
Development Name:,GOODWILL COURT
Status:,Active
Development Location:,87B UPPER EAST COAST ROAD SINGAPORE 455219
MC Address:,"81 UPPER EAST COAST ROAD
GOODWILL COURT
 SINGAPORE 455220"
MC Contact No.:,65549591
Name of Managing Agent:,AMPM Property Consultants Pte Ltd
Managing Agent Contact No.:,65549591
MCST No:,0745
UEN:,S84MC0745F
Date of MC Constitution:,01/03/1984
Development Name:,
Status:,Terminated
Development Location:,
MC Address:,"SHELFORD ROAD

 SINGAPORE 288359"
MC Contact No.:,
Name of Managing Agent:,PHILIP MOTHA PROPERTY MANAGEMENT PTE LTD
Managing Agent Contact No.:,64661342
MCST No:,0746
UEN:,S84MC0746B
Date of MC Constitution:,07/03/1984
Development Name:,MANHATTAN HOUSE
Status:,Active
Development Location:,151 CHIN SWEE ROAD SINGAPORE 169876
MC Address:,"151 CHIN SWEE ROAD
#02-11A MANHATTAN HOUSE
 SINGAPORE 169876"
MC Contact No.:,62350818
Name of Managing Agent:,Smart Property Management (Singapore) Pte Ltd
Managing Agent Contact No.:,6223 0169
MCST No:,0747
UEN:,S84MC0747J
Date of MC Constitution:,08/03/1984
Development Name:,SOMMERVILLE PARK
Status:,Active
Development Location:,101 FARRER DRIVE SINGAPORE 259280
MC Address:,"77 FARRER DRIVE
#01-01 SOMMERVILLE PARK
 SINGAPORE 259282"
MC Contact No.:,64692112
Name of Managing Agent:,Chambers Property Management Services Pte Ltd
Managing Agent Contact No.:,96711425
MCST No:,0748
UEN:,S84MC0748E
Date of MC Constitution:,10/03/1984
Development Name:,CAI GARDEN
Status:,Terminated
Development Location:,3 FOO KIM LIN ROAD SINGAPORE 419679
MC Address:,"39 GENTING LANE
#08-01 MINWA INDUSTRIAL BUILDING
 SINGAPORE 349554"
MC Contact No.:,62501102
Name of Managing Agent:,Bond Properties Pte Ltd
Managing Agent Contact No.:,62501102
MCST No:,0749
UEN:,S84MC0749A
Date of MC Constitution:,17/03/1984
Development Name:,WATTEN ESTATE CONDOMINIUM
Status:,Active
Development Location:,38 SHELFORD ROAD SINGAPORE 288431
MC Address:,"36 - 44 SHELFORD ROAD
WATTEN ESTATE CONDOMINIUM
 SINGAPORE 288431"
MC Contact No.:,93931449
Name of Managing Agent:,Newman & Goh Property Consultants Pte Ltd
Managing Agent Contact No.:,6256 9333
MCST No:,0750
UEN:,S84MC0750J
Date of MC Constitution:,20/03/1984
Development Name:,NEWTON VIEW
Status:,Active
Development Location:,26 NEWTON ROAD SINGAPORE 307957
MC Address:,"26 NEWTON ROAD
NEWTON  VIEW
 SINGAPORE 307957"
MC Contact No.:,65682039
Name of Managing Agent:,EXCELTEC PROPERTY MANAGEMENT PTE LTD
Managing Agent Contact No.:,65682039
MCST No:,0751
UEN:,S84MC0751E
Date of MC Constitution:,22/03/1984
Development Name:,CORONA VILLE
Status:,Active
Development Location:,35 JALAN HAJI ALIAS SINGAPORE 268535
MC Address:,"35 JALAN HAJI ALIAS
#01-42 CORONA VILLE
 SINGAPORE 268535"
MC Contact No.:,67379466
Name of Managing Agent:,Shin Property Services Pte Ltd
Managing Agent Contact No.:,67379466
MCST No:,0752
UEN:,S84MC0752A
Date of MC Constitution:,26/03/1984
Development Name:,SONG LIN BUILDING
Status:,Active
Development Location:,1 SYED ALWI ROAD SINGAPORE 207628
MC Address:,"540 SIMS AVENUE
#03-06 SIMS AVENUE CENTRE
 SINGAPORE 387603"
MC Contact No.:,68421731
Name of Managing Agent:,Landsfield Property Consultants Pte Ltd
Managing Agent Contact No.:,68421731
MCST No:,0753
UEN:,S84MC0753H
Date of MC Constitution:,29/03/1984
Development Name:,GSM BUILDING
Status:,Active
Development Location:,141 MIDDLE ROAD SINGAPORE 188976
MC Address:,"141 MIDDLE ROAD
#04-00 GSM BUILDING
 SINGAPORE 188976"
MC Contact No.:,63380487
Name of Managing Agent:,MCST PLAN No. 753
Managing Agent Contact No.:,63380487
MCST No:,0754
UEN:,S84MC0754D
Date of MC Constitution:,03/04/1984
Development Name:,NAGA COURT (TERMINATED)
Status:,Terminated
Development Location:,
MC Address:,"BEACH ROAD
.
 SINGAPORE 199591"
MC Contact No.:,62915355
Name of Managing Agent:,WISELY 98 PTE LTD
Managing Agent Contact No.:,62915355
MCST No:,0755
UEN:,S84MC0755L
Date of MC Constitution:,04/04/1984
Development Name:,ORCHID MANSION
Status:,Terminated
Development Location:,
MC Address:,
MC Contact No.:,
Name of Managing Agent:,TARAMON PTE LTD
Managing Agent Contact No.:,
MCST No:,0756
UEN:,S84MC0756G
Date of MC Constitution:,04/04/1984
Development Name:,62 CHANGI ROAD
Status:,Active
Development Location:,62 CHANGI ROAD SINGAPORE 419713
MC Address:,"420 NORTH BRIDGE ROAD
#06-01 NORTH BRIDGE CENTRE
 SINGAPORE 188727"
MC Contact No.:,63370087
Name of Managing Agent:,Earnest Management Services Pte Ltd
Managing Agent Contact No.:,63370087
MCST No:,0757
UEN:,S84MC0757C
Date of MC Constitution:,04/04/1984
Development Name:,GREEN COURT
Status:,Active
Development Location:,500B GEYLANG ROAD SINGAPORE 389458
MC Address:,"496 GEYLANG ROAD
GREEN COURT
 SINGAPORE 389454"
MC Contact No.:,63393779
Name of Managing Agent:,First Boston Property Consultants Pte Ltd
Managing Agent Contact No.:,63393779
MCST No:,0758
UEN:,S84MC0758K
Date of MC Constitution:,06/04/1984
Development Name:,MANAGEMENT CORPN STRATA TITLE PLAN NO 0758
Status:,Active
Development Location:,4B PRINCESS OF WALES ROAD SINGAPORE 266903
MC Address:,"2B PRINCESS OF WALES ROAD

 SINGAPORE 266901"
MC Contact No.:,82229138
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,0759
UEN:,S84MC0759F
Date of MC Constitution:,06/04/1984
Development Name:,MANAGEMENT CORPN STRATA TITLE PLAN NO 0759
Status:,Active
Development Location:,261B JOO CHIAT ROAD SINGAPORE 427515
MC Address:,"51 BUKIT BATOK CRESCENT
#8-6 UNITY CENTRE
 SINGAPORE 658077"
MC Contact No.:,63166480
Name of Managing Agent:,N
Managing Agent Contact No.:,
MCST No:,0760
UEN:,S84MC0760C
Date of MC Constitution:,04/09/1984
Development Name:,BALESTIER PLAZA
Status:,Active
Development Location:,400 BALESTIER ROAD SINGAPORE 329802
MC Address:,"400 BALESTIER ROAD
#04-03 BALESTIER PLAZA
 SINGAPORE 329802"
MC Contact No.:,6251 2647
Name of Managing Agent:,Landsfield Property Management Pte Ltd
Managing Agent Contact No.:,6842 1731
MCST No:,0761
UEN:,S84MC0761K
Date of MC Constitution:,11/04/1984
Development Name:,ORCHARD PL SHOPING CENTRE (Terminated)
Status:,Terminated
Development Location:,
MC Address:,
MC Contact No.:,
Name of Managing Agent:,SCMS PROPERTY MANAGEMENT PTE LTD
Managing Agent Contact No.:,65354600
MCST No:,0762
UEN:,S84MC0762F
Date of MC Constitution:,11/04/1984
Development Name:,SING LIAN BUILDING
Status:,Active
Development Location:,392B CHANGI ROAD SINGAPORE 419835
MC Address:,"388 CHANGI ROAD
SING LIAN BUILDING
 SINGAPORE 419837"
MC Contact No.:,64470045
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,0763
UEN:,S84MC0763B
Date of MC Constitution:,14/04/1984
Development Name:,
Status:,Terminated
Development Location:,11 MEI HWAN VIEW SINGAPORE 568289
MC Address:,"MEI HWAN VIEW

 SINGAPORE"
MC Contact No.:,
Name of Managing Agent:,SCMS PROPERTY MANAGEMENT PTE LTD
Managing Agent Contact No.:,65354600
MCST No:,0764
UEN:,S84MC0764J
Date of MC Constitution:,14/04/1984
Development Name:,CHARLTON COURT
Status:,Terminated
Development Location:,10C CHARLTON ROAD SINGAPORE 539566
MC Address:,"29A SURIN AVENUE
CHARLTON COURT
 SINGAPORE 535608"
MC Contact No.:,62842265
Name of Managing Agent:,MCST
Managing Agent Contact No.:,
MCST No:,0765
UEN:,S84MC0765E
Date of MC Constitution:,18/04/1984
Development Name:,THONGSIA BUILDING
Status:,Active
Development Location:,30 BIDEFORD ROAD SINGAPORE 229922
MC Address:,"30 BIDEFORD ROAD
#07-04 THONGSIA BUILDING
 SINGAPORE 229922"
MC Contact No.:,67383601
Name of Managing Agent:,Savills Property Management Pte Ltd
Managing Agent Contact No.:,63463238
MCST No:,0766
UEN:,S84MC0766A
Date of MC Constitution:,28/04/1984
Development Name:,TANGLIN HILL CONDOMINIUM
Status:,Active
Development Location:,2 TANGLIN HILL SINGAPORE 248030
MC Address:,"2 TANGLIN HILL
TANGLIN HILL CONDOMINIUM
 SINGAPORE 248030"
MC Contact No.:,62218288
Name of Managing Agent:,SRE Global Pte Ltd
Managing Agent Contact No.:,63387222
MCST No:,0767
UEN:,S84MC0767H
Date of MC Constitution:,28/04/1984
Development Name:,BALESTIER COURT
Status:,Terminated
Development Location:,11 JALAN RAJA UDANG SINGAPORE 329191
MC Address:,"11 JALAN RAJA UDANG
BALESTIER COURT
 SINGAPORE 329191"
MC Contact No.:,64685100
Name of Managing Agent:,CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD
Managing Agent Contact No.:,64685100
MCST No:,0768
UEN:,S84MC0768D
Date of MC Constitution:,30/04/1984
Development Name:,Management Corporation Strata Title Plan No. 0768
Status:,Active
Development Location:,3B JALAN JAMAL SINGAPORE 457604
MC Address:,"NA JALAN JAMAL
#1B-00 JALAN JAMAL
 SINGAPORE 457593"
MC Contact No.:,68411524
Name of Managing Agent:,Crimson Estate Management Pte Ltd
Managing Agent Contact No.:,98320664
MCST No:,0769
UEN:,S84MC0769L
Date of MC Constitution:,03/05/1984
Development Name:,CHONG KIM APARTMENT
Status:,Terminated
Development Location:,8 BASSEIN ROAD SINGAPORE 309838
MC Address:,"8 BASSEIN ROAD
CHONG KIM APARTMENT
 SINGAPORE 309838"
MC Contact No.:,62569333
Name of Managing Agent:,NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD
Managing Agent Contact No.:,62569333
MCST No:,0770
UEN:,S84MC0770H
Date of MC Constitution:,07/05/1984
Development Name:,AUTUMN GLORY
Status:,Terminated
Development Location:,
MC Address:,"3 ROSE LANE
AUTUMN GLORY
 SINGAPORE 437361"
MC Contact No.:,
Name of Managing Agent:,NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD
Managing Agent Contact No.:,62569333
MCST No:,0771
UEN:,S84MC0771D
Date of MC Constitution:,10/05/1984
Development Name:,
Status:,Terminated
Development Location:,
MC Address:,
MC Contact No.:,
Name of Managing Agent:,NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD
Managing Agent Contact No.:,62569333
MCST No:,0772
UEN:,S84MC0772L
Date of MC Constitution:,12/05/1984
Development Name:,GEYLANG MANSION
Status:,Active
Development Location:,2 LORONG 26 GEYLANG SINGAPORE 398478
MC Address:,"1014 GEYLANG EAST AVENUE 3
#02-186 
 SINGAPORE 389729"
MC Contact No.:,67441083
Name of Managing Agent:,The Lock Management Services Pte Ltd
Managing Agent Contact No.:,67441083
MCST No:,0773
UEN:,S84MC0773G
Date of MC Constitution:,16/05/1984
Development Name:,HUA XIN COURT
Status:,Active
Development Location:,23A NALLUR ROAD SINGAPORE 456644
MC Address:,"23A NALLUR ROAD
HUA XIN COURT
 SINGAPORE 456644"
MC Contact No.:,64411184
Name of Managing Agent:,A4 International Pte Ltd
Managing Agent Contact No.:,64411184
MCST No:,0774
UEN:,S84MC0774C
Date of MC Constitution:,18/05/1984
Development Name:,YI LI APARTMENT
Status:,Terminated
Development Location:,1E TAY LIAN TECK ROAD SINGAPORE 455615
MC Address:,"BEACH ROAD
#6-313 THE PLAZA
 SINGAPORE 199591"
MC Contact No.:,62984022
Name of Managing Agent:,MCST
Managing Agent Contact No.:,62984022
MCST No:,0775
UEN:,S84MC0775K
Date of MC Constitution:,19/05/1984
Development Name:,GOODRICH PARK
Status:,Terminated
Development Location:,2D SIMON LANE SINGAPORE 540618
MC Address:,"540 SIMS AVENUE
#3-6 SIMS AVENUE CENTRE
 SINGAPORE 387603"
MC Contact No.:,68421731
Name of Managing Agent:,LANDSFIELD PROPERTY MANAGEMENT PTE LTD
Managing Agent Contact No.:,68421731
MCST No:,0776
UEN:,S84MC0776F
Date of MC Constitution:,22/05/1984
Development Name:,REGENT GARDEN
Status:,Terminated
Development Location:,53 WEST COAST ROAD SINGAPORE 127364
MC Address:,"1 KIM SENG PROMENADE
#05-02 ALLGREEN PROPERTIES LTD
 SINGAPORE 237994"
MC Contact No.:,64661342
Name of Managing Agent:,PHILIP MOTHA PROPERTY
Managing Agent Contact No.:,64661342
MCST No:,0777
UEN:,S84MC0777B
Date of MC Constitution:,22/05/1984
Development Name:,ALPHA BUILDING
Status:,Active
Development Location:,45 KALLANG PUDDING ROAD SINGAPORE 349317
MC Address:,"45 KALLANG PUDDING ROAD
#01-00 ALPHA BUILDING
 SINGAPORE 349317"
MC Contact No.:,67412285
Name of Managing Agent:,R U Asset Management Pte Ltd
Managing Agent Contact No.:,67412285
MCST No:,0778
UEN:,S84MC0778J
Date of MC Constitution:,23/05/1984
Development Name:,OASIS GARDENS
Status:,Terminated
Development Location:,
MC Address:,"BUNGA RAMPAI PLACE
OASIS GARDEN
 SINGAPORE 539721"
